game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; ylpkr68g=0q5v8d2l,PlayStation 4,22m 36.340s,https://youtu.be/lPbc6VZABmQ?si=m3JfOlAZzVcBYVuI,,solo,2024-07-25,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/ywx4ww2m,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; ylpkr68g=0q5v8d2l,PlayStation 4,18m 30.000s,https://youtu.be/ZQwwMZmOE4s?si=s8DVd7apEDmUB2gd,,co-op,2023-11-14,2,YaBoyBlue,SGTSalt357,,,http://www.speedrun.com/iwzombies/run/y2kpve9y,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; ylpkr68g=0q5v8d2l,PlayStation 4,18m 32.160s,https://youtu.be/YcGj599wGy0?si=uqNAT2WuT81Tp4r8,,co-op,2023-10-26,2,YaBoyBlue,SGTSalt357,,,http://www.speedrun.com/iwzombies/run/m73d394y,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; ylpkr68g=jq6yp6n1,PlayStation 4,7m 27.000s,https://youtu.be/j6llWLWSlUA?si=jdLdL1pDO9paQOjQ,,solo,2023-10-23,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/m73d52ey,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=5lmon0m1; ylpkr68g=5le28pkl,PlayStation 4,4m 43.000s,https://youtu.be/4hDtEWr5CoU?si=lkB4TwJCWYAUAkE_,,co-op,2023-10-16,2,SGTSalt357,YaBoyBlue,,,http://www.speedrun.com/iwzombies/run/zxw6opem,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=5lmon0m1; ylpkr68g=5le28pkl,PlayStation 4,6m 5.000s,https://youtu.be/DHbIhNG5YUI?si=-lY0bx-ERz1431jL,,co-op,2023-10-16,2,SGTSalt357,YaBoyBlue,,,http://www.speedrun.com/iwzombies/run/mkq75xxm,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=5lmon0m1; ylpkr68g=5le28pkl,PlayStation 4,4m 43.000s,https://youtu.be/GqjfP4S9-lU?si=PU4AXrW7wmkUC5tP,,co-op,2023-10-16,2,YaBoyBlue,SGTSalt357,,,http://www.speedrun.com/iwzombies/run/y8kve8ny,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=5lmon0m1; ylpkr68g=5le28pkl,PlayStation 4,6m 2.260s,https://youtu.be/HPTYFvNCCoQ?si=tV3OxiV7uFUGI0ig,,co-op,2023-10-16,2,YaBoyBlue,SGTSalt357,,,http://www.speedrun.com/iwzombies/run/mkq75k5m,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=5lmon0m1; ylpkr68g=jq6yp6n1,PlayStation 4,9m 1.000s,https://youtu.be/kOk41pNy9Fg?si=qVeoLYzR4aAp59Yi,,co-op,2023-10-12,2,SGTSalt357,YaBoyBlue,,,http://www.speedrun.com/iwzombies/run/y8krgkwy,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; ylpkr68g=8100pnj1,PlayStation 4,2m 40.000s,https://youtu.be/FE18ZkGbE6M?si=9G-5V-OwOLgAjjcw,,co-op,2023-10-11,2,SGTSalt357,YaBoyBlue,,,http://www.speedrun.com/iwzombies/run/m3kgq1dy,rejected
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; ylpkr68g=8100pnj1,PlayStation 4,2m 37.000s,https://youtu.be/FE18ZkGbE6M?si=9G-5V-OwOLgAjjcw,,co-op,2023-10-11,2,SGTSalt357,YaBoyBlue,,,http://www.speedrun.com/iwzombies/run/zxwd34em,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; ylpkr68g=gq72gkn1,PlayStation 4,14m 6.000s,https://youtu.be/FE18ZkGbE6M?si=9G-5V-OwOLgAjjcw,,co-op,2023-10-11,2,SGTSalt357,YaBoyBlue,,,http://www.speedrun.com/iwzombies/run/z1kol17y,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; ylpkr68g=0q5v8d2l,PlayStation 4,18m 36.516s,https://youtu.be/CYPhe0LQW_A?si=gqe0YBXNKWRe-Vbw,,co-op,2023-10-10,2,SGTSalt357,YaBoyBlue,,,http://www.speedrun.com/iwzombies/run/yoo3d1dy,rejected
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; ylpkr68g=0q5v8d2l,PlayStation 4,18m 36.516s,https://youtu.be/cxBsOdvotSY?si=_i8-aBkWFyZEJobt,,co-op,2023-10-10,2,YaBoyBlue,SGTSalt357,,,http://www.speedrun.com/iwzombies/run/yvv90rxy,rejected
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; ylpkr68g=0q5v8d2l,PlayStation 4,18m 36.520s,https://youtu.be/CYPhe0LQW_A?si=RivdcETYOn2Awk6A,,co-op,2023-10-10,2,SGTSalt357,YaBoyBlue,,,http://www.speedrun.com/iwzombies/run/ywnd6e3y,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=5lmon0m1; ylpkr68g=jq6yp6n1,PlayStation 4,9m 37.000s,https://youtu.be/AMXXQxjfdUQ?si=VWK_e-6Um9cgoUyV,,co-op,2023-10-09,2,YaBoyBlue,SGTSalt357,,,http://www.speedrun.com/iwzombies/run/ywndq50y,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=5lmon0m1; ylpkr68g=jq6yp6n1,PlayStation 4,9m 37.000s,https://youtu.be/kziYqInrTRU?si=88cbi1ypDX7VhIYr,,co-op,2023-10-09,2,SGTSalt357,YaBoyBlue,,,http://www.speedrun.com/iwzombies/run/zxwdg2gm,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=5lmon0m1; ylpkr68g=0q5v8d2l,PlayStation 4,18m 55.000s,https://youtu.be/t5awGuEuUj4?si=8q4hlh3285X-bjx6,,co-op,2023-10-08,2,YaBoyBlue,SGTSalt357,,,http://www.speedrun.com/iwzombies/run/yllvko3y,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; ylpkr68g=jq6yp6n1,PlayStation 4,7m 23.000s,https://youtu.be/NQz5Hy6Yr-Q?si=sbqPin2CvagNuNBr,,solo,2023-09-22,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/yjw4o5dm,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=5lmon0m1; ylpkr68g=jq6yp6n1,PlayStation 4,10m 0.000s,https://youtu.be/AtZku42JQrw?si=BzIyU9mKeC3kODje,,co-op,2023-09-17,2,SGTSalt357,YaBoyBlue,,,http://www.speedrun.com/iwzombies/run/y9k7g8ez,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; ylpkr68g=gq72gkn1,PlayStation 4,12m 27.367s,https://youtu.be/--9jh2Fr3V0,,solo,2020-11-27,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/zxd3q0ky,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; ylpkr68g=gq72gkn1,PlayStation 4,12m 18.400s,https://youtu.be/r6oH3R0p-ic,,solo,2020-11-23,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/z53enrey,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; ylpkr68g=0q5v8d2l,PlayStation 4,28m 6.367s,https://youtu.be/nnqoe1Krd3w,,solo,2020-11-23,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/zq4env8m,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylpkr68g=0q5v8d2l,PlayStation 4,21m 2.150s,https://youtu.be/U2m23uOxRiY,,solo,2020-11-18,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/z1ognv7m,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylpkr68g=0q5v8d2l,PlayStation 4,21m 21.767s,https://youtu.be/akayTEHY4uE,,solo,2020-11-17,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/y8rx8pwm,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylpkr68g=0q5v8d2l,PlayStation 4,23m 0.000s,Https://youtu.be/cDN-fzfiLAc,,solo,2020-11-06,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/y8rjdd1m,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylpkr68g=0q5v8d2l,PlayStation 4,21m 43.000s,https://youtu.be/4AEql-3yRsQ,,solo,2020-11-06,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/zpl28wvm,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylpkr68g=0q5v8d2l,PlayStation 4,28m 7.000s,https://youtu.be/_37TJVozcvo,,solo,2020-11-01,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/zxdo7kqy,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=q65nyr7l; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; ylpkr68g=8100pnj1,PlayStation 4,2m 44.000s,https://youtu.be/7X2GwbhZnH4,,solo,2020-09-20,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/ywdpd72z,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylpkr68g=8100pnj1,PlayStation 4,2m 40.000s,https://youtu.be/h_FEVbatcns,,solo,2020-09-19,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/yo322l0y,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylpkr68g=5le28pkl,PlayStation 4,2m 59.000s,https://youtu.be/LVaZkp-tlQw,,solo,2020-09-19,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/y6rppq0y,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; ylpkr68g=8100pnj1,PlayStation 4,2m 50.567s,https://youtu.be/-lHVk43VlbY,,solo,2020-09-19,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/m75pq45z,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylpkr68g=5le28pkl,PlayStation 4,3m 10.000s,https://youtu.be/ytvWDHMDypU,,solo,2020-09-17,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/y2d36o6z,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylpkr68g=5le28pkl,PlayStation 4,3m 10.000s,https://youtu.be/tV2eS8_shFs,,solo,2020-09-17,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/yo34817y,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylpkr68g=8100pnj1,PlayStation 4,2m 38.000s,https://youtu.be/L7woWFnbV5s,,solo,2020-09-17,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/zxdvpeqy,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylpkr68g=5le28pkl,PlayStation 4,3m 15.000s,https://youtu.be/OBeLNgrMuI0,,solo,2020-09-11,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/ylv93g3m,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylpkr68g=5le28pkl,PlayStation 4,3m 2.000s,https://youtu.be/Y2mHxhLT-FM,,solo,2020-09-11,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/yd0q8k0z,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylpkr68g=8100pnj1,PlayStation 4,2m 41.000s,https://youtu.be/-XsdBxQJ-Ts,,solo,2020-09-11,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/y2d39lwz,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylpkr68g=8100pnj1,PlayStation 4,2m 52.000s,https://youtu.be/4lp981HWFbw,,solo,2020-09-11,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/ywd1el9z,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylpkr68g=gq72gkn1,PlayStation 4,13m 18.000s,https://youtu.be/n-qzmOgpoY0,,solo,2020-09-11,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/yv9ggg4z,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=xqk8okkq; ql6937l9=jq6576jl; ylpkr68g=gq72gkn1,PlayStation 4,14m 19.000s,https://youtu.be/CyA8jLS2MA0,,solo,2020-09-11,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/ywd111pz,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; ylpkr68g=0q5v8d2l,PlayStation 4,40m 46.000s,https://youtu.be/5vY_LQdwP0E,,solo,2020-08-11,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/zqwngj5z,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=81w486vq; onvyp7nm=mlnd9v61,PlayStation 4,3m 20.367s,https://youtu.be/kew3xWtLvJs,,co-op,2020-08-07,3,CosmosDZN,YaBoyBlue,NamesFaded-,,http://www.speedrun.com/iwzombies/run/y658xoqz,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=5lmon0m1; onvyp7nm=rqvvdj6q,PlayStation 4,11m 6.000s,https://youtu.be/irCA7l2f4s4,,co-op,2020-08-07,2,YaBoyBlue,NamesFaded-,,,http://www.speedrun.com/iwzombies/run/y82nx0ny,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=5lmon0m1; onvyp7nm=mlnd9v61,PlayStation 4,3m 9.533s,https://youtu.be/1MI3-whbxm8,,co-op,2020-08-07,2,YaBoyBlue,NamesFaded-,,,http://www.speedrun.com/iwzombies/run/yw856v9y,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=5lmon0m1; onvyp7nm=21g9gyxq,PlayStation 4,18m 18.000s,https://youtu.be/A3Pv3yo5TTc,,co-op,2020-08-07,2,YaBoyBlue,NamesFaded-,,,http://www.speedrun.com/iwzombies/run/zgw9qeny,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=5lmon0m1; ylpkr68g=5le28pkl,PlayStation 4,7m 12.000s,https://youtu.be/xYC3IMu6pLA,,co-op,2020-08-07,2,CosmosDZN,YaBoyBlue,,,http://www.speedrun.com/iwzombies/run/zpr5dwrm,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=5lmon0m1; ylpkr68g=8100pnj1,PlayStation 4,2m 47.000s,https://youtu.be/MzqOYjlb5AU,,co-op,2020-08-07,2,CosmosDZN,YaBoyBlue,,,http://www.speedrun.com/iwzombies/run/y90wx8ny,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=5lmon0m1; ylpkr68g=8100pnj1,PlayStation 4,2m 55.600s,https://youtu.be/BdBGn6g1YHU,,co-op,2020-08-07,2,CosmosDZN,YaBoyBlue,,,http://www.speedrun.com/iwzombies/run/zx25838m,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; ylpkr68g=jq6yp6n1,PlayStation 4,7m 31.000s,https://youtu.be/2CWFtv5BRQ4,,solo,2020-08-07,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/yv650pez,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; ylpkr68g=jq6yp6n1,PlayStation 4,7m 28.000s,https://youtu.be/HNWWnv8Wd6U,,solo,2020-07-13,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/yjloq8dz,verified
Call of Duty: Infinite Warfare Zombies,,Zombies in Spaceland,9l73pdpn=z19rxg81; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; onvyp7nm=9qjw9k01,PlayStation 4,41.000s,https://youtu.be/iPO770ozW5Q,,solo,2020-07-13,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/zgwl62ey,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; ylpkr68g=jq6yp6n1,PlayStation 4,7m 34.000s,https://youtu.be/dpY0hbksydE,,solo,2020-07-11,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/y4w680nm,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; ylpkr68g=jq6yp6n1,PlayStation 4,7m 33.000s,https://youtu.be/l0M4oX_gG8g,,solo,2020-07-11,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/y2520r6y,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; ylpkr68g=jq6yp6n1,PlayStation 4,7m 29.000s,https://youtu.be/SI6Vk-9oEN8,,solo,2020-07-11,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/znk2768z,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; ylpkr68g=jq6yp6n1,PlayStation 4,7m 30.000s,https://youtu.be/JnA8Vgx0L0Y,,solo,2020-07-02,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/mk3q4k5z,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; ylpkr68g=jq6yp6n1,PlayStation 4,7m 32.000s,https://youtu.be/T9pJIt1pdFQ,,solo,2020-06-26,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/zqwj398z,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; ylpkr68g=jq6yp6n1,PlayStation 4,7m 35.000s,https://youtu.be/pdj_372KITA,,solo,2020-06-19,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/zgw271dy,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; ylpkr68g=jq6yp6n1,PlayStation 4,7m 37.000s,https://youtu.be/Bf-stglzO6U,,solo,2020-06-17,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/z15g477y,verified
Call of Duty: Infinite Warfare Zombies,,Rave in the Redwoods,9l73pdpn=p12z9e41; yn2vqee8=81pnew8l; ql6937l9=jq6576jl; ylpkr68g=jq6yp6n1,PlayStation 4,7m 45.000s,https://youtu.be/-DaATxflaMc,,solo,2020-06-13,1,YaBoyBlue,,,,http://www.speedrun.com/iwzombies/run/yokd3w7z,verified
