id,mapId,map_slug,game,slug,name,type,isActive,difficulty,criteria,first_room_variant,bo3_gum,bo4_elixir,bocw_support,bo6_gum,bo6_support,bo7_gum,bo7_support,use_fortune_cards,use_directors_cut,rampage_inducer_used,vanguard_void_used,challenge_type,round,max_time_seconds
cmm86jv9b00yzoepnwlw28wjn,cmlqchxa7001facukyr6vl8c1,buried,BO2,starting-room-processing-20,First Room (Processing) Round 20,CHALLENGE_COMPLETE,true,null,"{""round"":20,""challengeType"":""STARTING_ROOM"",""firstRoomVariant"":""PROCESSING""}",PROCESSING,null,null,null,null,null,null,null,null,null,null,null,STARTING_ROOM,20,null
cmm86jvai00z1oepnj0acmp4a,cmlqchxa7001facukyr6vl8c1,buried,BO2,starting-room-processing-30,First Room (Processing) Round 30,CHALLENGE_COMPLETE,true,null,"{""round"":30,""challengeType"":""STARTING_ROOM"",""firstRoomVariant"":""PROCESSING""}",PROCESSING,null,null,null,null,null,null,null,null,null,null,null,STARTING_ROOM,30,null
cmm86jveu00z9oepn3mct6hd3,cmlqchxa7001facukyr6vl8c1,buried,BO2,starting-room-processing-with-raygun-10,First Room (Processing with Raygun) Round 10,CHALLENGE_COMPLETE,true,null,"{""round"":10,""challengeType"":""STARTING_ROOM"",""firstRoomVariant"":""PROCESSING_WITH_RAYGUN""}",PROCESSING_WITH_RAYGUN,null,null,null,null,null,null,null,null,null,null,null,STARTING_ROOM,10,null
cmm86jvfz00zboepn390rjh4i,cmlqchxa7001facukyr6vl8c1,buried,BO2,starting-room-processing-with-raygun-20,First Room (Processing with Raygun) Round 20,CHALLENGE_COMPLETE,true,null,"{""round"":20,""challengeType"":""STARTING_ROOM"",""firstRoomVariant"":""PROCESSING_WITH_RAYGUN""}",PROCESSING_WITH_RAYGUN,null,null,null,null,null,null,null,null,null,null,null,STARTING_ROOM,20,null
cmm86jvh400zdoepnwqw31dsm,cmlqchxa7001facukyr6vl8c1,buried,BO2,starting-room-processing-with-raygun-30,First Room (Processing with Raygun) Round 30,CHALLENGE_COMPLETE,true,null,"{""round"":30,""challengeType"":""STARTING_ROOM"",""firstRoomVariant"":""PROCESSING_WITH_RAYGUN""}",PROCESSING_WITH_RAYGUN,null,null,null,null,null,null,null,null,null,null,null,STARTING_ROOM,30,null
cmm86jvbj00z3oepn56eahbsh,cmlqchxa7001facukyr6vl8c1,buried,BO2,starting-room-quick-side-10,First Room (Quick Side) Round 10,CHALLENGE_COMPLETE,true,null,"{""round"":10,""challengeType"":""STARTING_ROOM"",""firstRoomVariant"":""QUICK_SIDE""}",QUICK_SIDE,null,null,null,null,null,null,null,null,null,null,null,STARTING_ROOM,10,null
cmm86jvcn00z5oepnrqlky90d,cmlqchxa7001facukyr6vl8c1,buried,BO2,starting-room-quick-side-20,First Room (Quick Side) Round 20,CHALLENGE_COMPLETE,true,null,"{""round"":20,""challengeType"":""STARTING_ROOM"",""firstRoomVariant"":""QUICK_SIDE""}",QUICK_SIDE,null,null,null,null,null,null,null,null,null,null,null,STARTING_ROOM,20,null
cmm86jvdr00z7oepnvyxxjv6y,cmlqchxa7001facukyr6vl8c1,buried,BO2,starting-room-quick-side-30,First Room (Quick Side) Round 30,CHALLENGE_COMPLETE,true,null,"{""round"":30,""challengeType"":""STARTING_ROOM"",""firstRoomVariant"":""QUICK_SIDE""}",QUICK_SIDE,null,null,null,null,null,null,null,null,null,null,null,STARTING_ROOM,30,null
cmm86ldwb02i9oepn9r9yrm1f,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,easter-egg-speedrun-under-10-00-restricted,Easter Egg in under 10:00 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""EASTER_EGG_SPEEDRUN"",""maxTimeSeconds"":600,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,EASTER_EGG_SPEEDRUN,null,600
cmm86ldu502i5oepnmg78g0a7,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,easter-egg-speedrun-under-13-20-restricted,Easter Egg in under 13:20 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""EASTER_EGG_SPEEDRUN"",""maxTimeSeconds"":800,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,EASTER_EGG_SPEEDRUN,null,800
cmm86le0o02ifoepnte5yclrr,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,easter-egg-speedrun-under-6-56-restricted,Easter Egg in under 6:56 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""EASTER_EGG_SPEEDRUN"",""maxTimeSeconds"":416,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,EASTER_EGG_SPEEDRUN,null,416
cmm86ldyi02iboepnswf7uijd,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,easter-egg-speedrun-under-8-00-restricted,Easter Egg in under 8:00 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""EASTER_EGG_SPEEDRUN"",""maxTimeSeconds"":480,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,EASTER_EGG_SPEEDRUN,null,480
cmm86lbx502fboepn55wswbbr,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,no-power-10-classic,No Power Round 10 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":10,""challengeType"":""NO_POWER"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,NO_POWER,10,null
cmm86lc2j02floepn74lwlc0j,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,no-power-100-classic,No Power Round 100 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":100,""challengeType"":""NO_POWER"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,NO_POWER,100,null
cmm86lc3l02fnoepnu28rb9f2,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,no-power-119-classic,No Power Round 119 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":119,""challengeType"":""NO_POWER"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,NO_POWER,119,null
cmm86lby802fdoepndnphhozs,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,no-power-20-classic,No Power Round 20 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":20,""challengeType"":""NO_POWER"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,NO_POWER,20,null
cmm86lbza02ffoepn4tt8wqfm,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,no-power-30-classic,No Power Round 30 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":30,""challengeType"":""NO_POWER"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,NO_POWER,30,null
cmm86lc0e02fhoepnwryfw4ap,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,no-power-50-classic,No Power Round 50 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":50,""challengeType"":""NO_POWER"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,NO_POWER,50,null
cmm86lc1h02fjoepn5pt5zlpd,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,no-power-70-classic,No Power Round 70 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":70,""challengeType"":""NO_POWER"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,NO_POWER,70,null
cmm86ldjg02hloepndiidbbkm,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-100-speedrun-under-2-42-26-restricted,Round 100 in under 2:49:30 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_100_SPEEDRUN"",""maxTimeSeconds"":10170,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_100_SPEEDRUN,null,10170
cmm86ldh902hhoepnrwgvs5m8,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-100-speedrun-under-3-07-25-restricted,Round 100 in under 3:15:35 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_100_SPEEDRUN"",""maxTimeSeconds"":11735,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_100_SPEEDRUN,null,11735
cmm86ldf002hdoepnrcse33t4,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-100-speedrun-under-3-54-17-restricted,Round 100 in under 4:04:29 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_100_SPEEDRUN"",""maxTimeSeconds"":14669,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_100_SPEEDRUN,null,14669
cmm86ldcs02h9oepntnzd7urs,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-100-speedrun-under-5-12-22-restricted,Round 100 in under 5:25:58 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_100_SPEEDRUN"",""maxTimeSeconds"":19558,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_100_SPEEDRUN,null,19558
cmm86lei302j7oepnmm5h3s92,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-15-speedrun-under-14-02-restricted,Round 15 in under 15:43 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_15_SPEEDRUN"",""maxTimeSeconds"":943,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_15_SPEEDRUN,null,943
cmm86lefw02j3oepn15vgb2mq,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-15-speedrun-under-16-12-restricted,Round 15 in under 18:08 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_15_SPEEDRUN"",""maxTimeSeconds"":1088,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_15_SPEEDRUN,null,1088
cmm86ledo02j1oepn1mpg5m48,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-15-speedrun-under-20-15-restricted,Round 15 in under 22:41 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_15_SPEEDRUN"",""maxTimeSeconds"":1361,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_15_SPEEDRUN,null,1361
cmm86lebj02ixoepna1nl59u9,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-15-speedrun-under-27-00-restricted,Round 15 in under 30:14 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_15_SPEEDRUN"",""maxTimeSeconds"":1814,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_15_SPEEDRUN,null,1814
cmm86lds202i1oepnqgyz10f7,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-255-speedrun-under-46-11-59-restricted,Round 255 in under 51:48:59 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_255_SPEEDRUN"",""maxTimeSeconds"":186539,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_255_SPEEDRUN,null,186539
cmm86ldpz02hxoepnph5w9n8j,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-255-speedrun-under-53-18-26-restricted,Round 255 in under 59:47:17 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_255_SPEEDRUN"",""maxTimeSeconds"":215237,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_255_SPEEDRUN,null,215237
cmm86ldnt02htoepnjtzf68f4,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-255-speedrun-under-66-38-03-restricted,Round 255 in under 74:44:06 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_255_SPEEDRUN"",""maxTimeSeconds"":269046,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_255_SPEEDRUN,null,269046
cmm86ldlm02hpoepn8w3lk2np,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-255-speedrun-under-88-50-44-restricted,Round 255 in under 99:38:48 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_255_SPEEDRUN"",""maxTimeSeconds"":358728,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_255_SPEEDRUN,null,358728
cmm86lct102g9oepntpadpd2c,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-30-speedrun-under-26-37-restricted,Round 30 in under 28:44 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_30_SPEEDRUN"",""maxTimeSeconds"":1724,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_30_SPEEDRUN,null,1724
cmm86lcqr02g5oepn53bakqii,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-30-speedrun-under-30-43-restricted,Round 30 in under 33:10 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_30_SPEEDRUN"",""maxTimeSeconds"":1990,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_30_SPEEDRUN,null,1990
cmm86lcol02g1oepnllqgyt57,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-30-speedrun-under-38-24-restricted,Round 30 in under 41:27 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_30_SPEEDRUN"",""maxTimeSeconds"":2487,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_30_SPEEDRUN,null,2487
cmm86lcmh02fxoepnqyrz6nn2,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-30-speedrun-under-51-12-restricted,Round 30 in under 55:16 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_30_SPEEDRUN"",""maxTimeSeconds"":3316,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_30_SPEEDRUN,null,3316
cmm86le9g02itoepnhgw6madx,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-5-speedrun-under-2-42-restricted,Round 5 in under 3:02 (Classic),CHALLENGE_COMPLETE,false,null,"{""challengeType"":""ROUND_5_SPEEDRUN"",""maxTimeSeconds"":182,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_5_SPEEDRUN,null,182
cmmj8yzqw002pd7kp2jam6vtm,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-5-speedrun-under-2-51-restricted,Round 5 in under 3:10 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_5_SPEEDRUN"",""maxTimeSeconds"":190,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_5_SPEEDRUN,null,190
cmm86le7902ipoepnej3w2xat,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-5-speedrun-under-3-07-restricted,Round 5 in under 3:30 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_5_SPEEDRUN"",""maxTimeSeconds"":210,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_5_SPEEDRUN,null,210
cmm86le5302inoepnp2j5fpng,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-5-speedrun-under-3-54-restricted,Round 5 in under 4:23 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_5_SPEEDRUN"",""maxTimeSeconds"":263,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_5_SPEEDRUN,null,263
cmm86le2y02ijoepnmo56ors0,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-5-speedrun-under-5-12-restricted,Round 5 in under 5:50 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_5_SPEEDRUN"",""maxTimeSeconds"":350,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_5_SPEEDRUN,null,350
cmm86lcxh02ghoepnz17klbdx,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-50-speedrun-under-1-13-30-restricted,Round 50 in under 1:18:12 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_50_SPEEDRUN"",""maxTimeSeconds"":4692,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_50_SPEEDRUN,null,4692
cmm86lcv802gdoepnquu227qk,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-50-speedrun-under-1-38-00-restricted,Round 50 in under 1:44:16 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_50_SPEEDRUN"",""maxTimeSeconds"":6256,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_50_SPEEDRUN,null,6256
cmm86ld2002gpoepnp4r05vef,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-50-speedrun-under-50-58-restricted,Round 50 in under 54:13 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_50_SPEEDRUN"",""maxTimeSeconds"":3253,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_50_SPEEDRUN,null,3253
cmm86lczs02gloepnuqoia3r3,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-50-speedrun-under-58-48-restricted,Round 50 in under 1:02:34 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_50_SPEEDRUN"",""maxTimeSeconds"":3754,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_50_SPEEDRUN,null,3754
cmm86ldak02h5oepnvd45bh9n,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-70-speedrun-under-1-20-03-restricted,Round 70 in under 1:26:48 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_70_SPEEDRUN"",""maxTimeSeconds"":5208,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_70_SPEEDRUN,null,5208
cmm86ld8d02h1oepnmwi8zanc,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-70-speedrun-under-1-32-22-restricted,Round 70 in under 1:40:10 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_70_SPEEDRUN"",""maxTimeSeconds"":6010,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_70_SPEEDRUN,null,6010
cmm86ld6902gxoepn02bdnwpr,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-70-speedrun-under-1-55-27-restricted,Round 70 in under 2:05:12 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_70_SPEEDRUN"",""maxTimeSeconds"":7512,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_70_SPEEDRUN,null,7512
cmm86ld4502gtoepn3royffzd,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,round-70-speedrun-under-2-33-56-restricted,Round 70 in under 2:46:56 (Classic),CHALLENGE_COMPLETE,true,null,"{""challengeType"":""ROUND_70_SPEEDRUN"",""maxTimeSeconds"":10016,""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,ROUND_70_SPEEDRUN,null,10016
cmm86lbih02exoepneoxc0h4b,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,starting-room-10-classic,First Room Round 10 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":10,""challengeType"":""STARTING_ROOM"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,STARTING_ROOM,10,null
cmm86lbji02ezoepn538bctd6,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,starting-room-20-classic,First Room Round 20 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":20,""challengeType"":""STARTING_ROOM"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,STARTING_ROOM,20,null
cmm86lbkn02f1oepnx65o3oyg,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,starting-room-30-classic,First Room Round 30 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":30,""challengeType"":""STARTING_ROOM"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,STARTING_ROOM,30,null
cmm86lblo02f3oepnohjysahk,cmlqchxgw0023acuk8tm6rc42,bo3-ascension,BO3,starting-room-50-classic,First Room Round 50 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":50,""challengeType"":""STARTING_ROOM"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,STARTING_ROOM,50,null
cmm86l7f302atoepn5tw4mykl,cmlqchxgd0021acukfsl2l2hl,bo3-kino-der-toten,BO3,no-power-10-classic,No Power Round 10 (Classic/No Megas),CHALLENGE_COMPLETE,true,null,"{""round"":10,""challengeType"":""NO_POWER"",""bo3GobbleGumMode"":""CLASSIC_ONLY""}",null,CLASSIC_ONLY,null,null,null,null,null,null,null,null,null,null,NO_POWER,10,null
